sample ID (based on genealogy)	profile	platform	PlatformCombo	Sanger ID		IRCC_full	Sample_PD_ID
CRC0180LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25898a			
CRC0180LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25898a			
CRC0181LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0181LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A			
CRC0184LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0184LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25962a			
CRC0184LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25962a			
CRC0185LMX0B01201TUMD01000	GCN	WES	WES_GCN	PD26071a			
CRC0185LMX0B01201TUMD01000	MUT	WES	WES_MUT	PD26071a			
CRC0185LMX0B02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26071a			
CRC0186LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26070a			
CRC0186LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26070a			
CRC0186LMX0B02204TUMD02000	GCN	RealTimePCR	RealTimePCR_GCN	PD26070a			
CRC0186LMX0B02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26070a			
CRC0187LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25886a			
CRC0187LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25886a			
CRC0187LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25886a			
CRC0188LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26069a			
CRC0188LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26069a			
CRC0188LMX0A01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26069a			
CRC0190LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26064a			
CRC0190LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26064a			
CRC0190LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26064a			
CRC0195PRX0A01201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25902a			
CRC0195PRX0A01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25902a			
CRC0196LMX0B01201TUMD01000	GCN	WES	WES_GCN	PD26138a			
CRC0196LMX0B01201TUMD01000	MUT	WES	WES_MUT	PD26138a			
CRC0196LMX0B02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26138a			
CRC0197LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26068a			
CRC0197LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26068a			
CRC0197LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26068a			
CRC0198LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0198LMX0A02204TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26067a2			
CRC0199LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26066a			
CRC0199LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26066a			
CRC0199LMX0A02201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26066a			
CRC0202LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25870a			
CRC0202LMX0A01201TUMD04000	GCN	WES	WES_GCN	PD25870a			
CRC0202LMX0B02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25870a			
CRC0202LMX0B02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25870a			
CRC0203LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0204LMX0A01201TUMD04000	GCN	WES	WES_GCN	PD26063a			
CRC0204LMX0A01201TUMD04000	MUT	WES	WES_MUT	PD26063a			
CRC0204LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26063a			
CRC0207LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26062a			
CRC0207LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26062a			
CRC0207LMX0A02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26062c			
CRC0214LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26061a			
CRC0214LMX0B01201TUMD01000	GCN	WES	WES_GCN	PD26061a			
CRC0214LMX0B01201TUMD01000	MUT	WES	WES_MUT	PD26061a			
CRC0216LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0216LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25887a			
CRC0216LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25887a			
CRC0217LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0217LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26060a			
CRC0218LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0218LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26059a			
CRC0219LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25879a			
CRC0219LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25879a			
CRC0219LMX0A02201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25879a			
CRC0219LMX0A02201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25879a			
CRC0221LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0221LMX0B02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26058a			
CRC0223PRH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25892a			
CRC0223PRH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25892a			
CRC0223PRX0A01201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25892c			
CRC0223PRX0A01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25892c			
CRC0224LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0226PRX0B01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0228LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0229LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0229LMX0A02201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25897a			
CRC0229LMX0A02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25897a			
CRC0231LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26057a			
CRC0231LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26057a			
CRC0234PRX0A01201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25900a			
CRC0234PRX0A01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25900a			
CRC0237LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0237LMX0A01201TUMD03000	GCN	WES	WES_GCN	#N/A			
CRC0237LMX0A01201TUMD03000	MUT	WES	WES_MUT	#N/A			
CRC0238PRX0B01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25828a			
CRC0238PRX0B01201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25828a			
CRC0238PRX0B01201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25828a			
CRC0239LMX0A01201TUMD01000	GCN	WES	WES_GCN	#N/A			
CRC0239LMX0A01201TUMD01000	MUT	WES	WES_MUT	#N/A			
CRC0240PRX0A01201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25829a			
CRC0240PRX0A01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25829a			
CRC0242LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0242LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25993a			
CRC0242LMX0B02201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25993a			
CRC0242LMX0B02201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25993a			
CRC0243LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0243LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25974a			
CRC0243LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25974a			
CRC0243LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25974a			
CRC0243LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25974a			
CRC0243LMX0B01201TUMD01000	GCN	WES	WES_GCN	PD25974a			
CRC0243LMX0B01201TUMD01000	MUT	WES	WES_MUT	PD25974a			
CRC0244LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A			
CRC0246LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0246LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26033a			
CRC0246LMX0B01201TUMD01000	GCN	WES	WES_GCN	PD26033a			
CRC0246LMX0B01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26033a			
CRC0246LMX0B01201TUMD01000	MUT	WES	WES_MUT	PD26033a			
CRC0246LMX0B02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD26033a			
CRC0246LMX0B02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26033a			
CRC0248LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0248LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A			
CRC0252LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0252LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25991a			
CRC0252LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25991a			
CRC0252LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25991a			
CRC0252LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25991a			
CRC0252LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25991a			
CRC0252LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25991a			
CRC0253LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0253LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25897c			
CRC0253LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25897c			
CRC0253LMX0A02201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25897c			
CRC0253LMX0A02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25897c			
CRC0254LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26098a			
CRC0254LMX0A01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26098a			
CRC0256PRX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25876a			
CRC0256PRX0A01201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25876a			
CRC0256PRX0A01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25876a			
CRC0257LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26056a			
CRC0257LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26056c			
CRC0257LMX0A01201TUMD06000	GCN	WES	WES_GCN	PD26056c			
CRC0257LMX0A01201TUMD06000	MUT	WES	WES_MUT	PD26056c			
CRC0257LMX0A02204TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26056c			
CRC0257LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26056c			
CRC0259PRX0A01201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25830a			
CRC0259PRX0A01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25830a			
CRC0261LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0261LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26055a			
CRC0261LMX0A02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26055a			
CRC0262LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26054a			
CRC0262LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26054a			
CRC0262LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26054a			
CRC0262LMX0A02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26054a			
CRC0263PRX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25866a			
CRC0263PRX0A01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25866a			
CRC0263PRX0A01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25866a			
CRC0264LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26053a			
CRC0264LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26053a			
CRC0264LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26053a			
CRC0264LMX0A02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26053a			
CRC0265LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0265LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25848a			
CRC0265LMX0B02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25848a			
CRC0265LMX0B02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25848a			
CRC0267PRX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25850a			
CRC0267PRX0B01201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25850a			
CRC0267PRX0B01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25850a			
CRC0268PRX0A01201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25847a2			
CRC0268PRX0A01201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25847a2			
CRC0269PRX0A01201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25846a			
CRC0269PRX0A01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25846a			
CRC0269PRX0B01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25846a			
CRC0272PRX0B01201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25851a			
CRC0272PRX0B01201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25851a			
CRC0274LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A			
CRC0274LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0276LMX0A02002TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26168a			
CRC0276LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26168a			
CRC0277LMX0A01004TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26156a2			
CRC0277LMX0A01204TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26156a2			
CRC0277LMX0A02202TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26156a2			
CRC0281PRX0B01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25852a			
CRC0281PRX0B01201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25852a			
CRC0281PRX0B01201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25852a			
CRC0282PRX0A01201TUMD01000	GCN	TargetedNGS	TargetedNGS_GCN	PD25837a			
CRC0282PRX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25837a			
CRC0282PRX0A01201TUMD01000	MUT	TargetedNGS	TargetedNGS_MUT	PD25837a			
CRC0285LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A			
CRC0285LMX0A01201TUMD06000	GCN	WES	WES_GCN	#N/A			
CRC0285LMX0A01201TUMD06000	MUT	WES	WES_MUT	#N/A			
CRC0287PRX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25939a			
CRC0287PRX0A01201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25939a			
CRC0287PRX0A01201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25939a			
CRC0288PRH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25934a			
CRC0288PRH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25934a			
CRC0288PRX0A01201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25934c			
CRC0288PRX0A01201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25934c			
CRC0290PRH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25849a			
CRC0290PRH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25849a			
CRC0290PRX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25849c			
CRC0290PRX0A01201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25849c			
CRC0290PRX0A01201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25849c			
CRC0291LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26052a			
CRC0291LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26052a			
CRC0291LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26052c			
CRC0291LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26052c			
CRC0292LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26051a			
CRC0292LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26051a			
CRC0292LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26051a			
CRC0297LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26158a			
CRC0297LMX0A01201TUMD06000	GCN	WES	WES_GCN	PD26158a			
CRC0297LMX0A01201TUMD06000	MUT	WES	WES_MUT	PD26158a			
CRC0297LMX0A02201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26158a			
CRC0303LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0303LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A			
CRC0305LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0305LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26049a			
CRC0305LMX0B02201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD26049a			
CRC0305LMX0B02201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26049a			
CRC0306LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25838c			
CRC0306LMX0A01201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25838c			
CRC0306LMX0A01201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25838c			
CRC0306LMX0B01201TUMD06000	GCN	WES	WES_GCN	PD25838c			
CRC0306LMX0B01201TUMD06000	MUT	WES	WES_MUT	PD25838c			
CRC0307LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25838d			
CRC0307LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25838d			
CRC0307LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25838d			
CRC0307LMX0A02204TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25838d			
CRC0307LMX0A02204TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25838d			
CRC0309LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26048a			
CRC0309LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD26048a			
CRC0309LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26048a			
CRC0310LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0310LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26047a			
CRC0310LMX0B02204TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD26047a			
CRC0310LMX0B02204TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26047a			
CRC0311PRH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25853a			
CRC0311PRH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25853a			
CRC0311PRX0A01201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25853c			
CRC0311PRX0A01201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25853c			
CRC0312LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26046a			
CRC0312LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26046a			
CRC0312LMX0A01201TUMD04000	MUT	WES	WES_MUT	PD26046a			
CRC0312LMX0A02003TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD26046a			
CRC0312LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26046a			
CRC0313LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0313LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25933a			
CRC0313LMX0A02204TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25933a			
CRC0313LMX0A02204TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25933a			
CRC0314LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0314LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26045a			
CRC0314LMX0A02204TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD26045a			
CRC0314LMX0A02204TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26045a			
CRC0315PRX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25858a			
CRC0315PRX0A01201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25858a			
CRC0315PRX0A01201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25858a			
CRC0316LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A			
CRC0316LMX0A01201TUMD01000	GCN	WES	WES_GCN	#N/A			
CRC0316LMX0A01201TUMD01000	MUT	WES	WES_MUT	#N/A			
CRC0316LMX0A01201TUMD02000	GCN	WES	WES_GCN	#N/A			
CRC0316LMX0A01201TUMD02000	MUT	WES	WES_MUT	#N/A			
CRC0317PRX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25854a			
CRC0317PRX0A01201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25854a			
CRC0317PRX0A01201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25854a			
CRC0318LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0318LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25855a			
CRC0318LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25855a			
CRC0318LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25855a			
CRC0320PRX0B01201TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25856a			
CRC0320PRX0B01201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25856a			
CRC0321LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26043a			
CRC0321LMX0A01201TUMD03000	GCN	WES	WES_GCN	PD26043a			
CRC0321LMX0A01201TUMD03000	MUT	WES	WES_MUT	PD26043a			
CRC0321LMX0A01201TUMD04000	GCN	WES	WES_GCN	PD26043a			
CRC0321LMX0A01201TUMD04000	MUT	WES	WES_MUT	PD26043a			
CRC0321LMX0A02201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD26043a			
CRC0321LMX0A02201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26043a			
CRC0322LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26111a2			
CRC0322LMX0A02201TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26111a2			
CRC0323LMX0A02001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26112a			
CRC0323LMX0A02001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26112a			
CRC0323LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26112a			
CRC0324LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0324LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25857a			
CRC0324LMX0A02204TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25857a			
CRC0324LMX0A02204TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25857a			
CRC0327LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26042a			
CRC0327LMX0A01201TUMD06000	GCN	WES	WES_GCN	PD26042a			
CRC0327LMX0A01201TUMD06000	MUT	WES	WES_MUT	PD26042a			
CRC0327LMX0A02201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD26042a			
CRC0327LMX0A02201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26042a			
CRC0328LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26041a			
CRC0328LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26041a			
CRC0328LMX0A01201TUMD09000	GCN	WES	WES_GCN	PD26041a			
CRC0328LMX0A01201TUMD09000	MUT	WES	WES_MUT	PD26041a			
CRC0328LMX0A02002TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD26041a			
CRC0328LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26041a			
CRC0329LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26040a			
CRC0329LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26040a			
CRC0329LMX0A02201TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD26040a			
CRC0329LMX0A02201TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26040a			
CRC0330LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26039a			
CRC0330LMX0A02204TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD26039a			
CRC0330LMX0A02204TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD26039a			
CRC0332LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25861a			
CRC0332LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25861a			
CRC0332LMX0A02004TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25861a			
