sample ID (based on genealogy)	profile	platform		Sanger ID		IRCC_full	Sample_PD_ID
CRC0309LMX0A02204TUMD05000	GCN	TargetedNGS		PD26048a			
CRC0309LMX0A02204TUMD05000	MUT	TargetedNGS		PD26048a			
CRC0310LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0310LMX0B01201TUMD01000	GCN	RealTimePCR		PD26047a			
CRC0310LMX0B02204TUMD04000	GCN	TargetedNGS		PD26047a			
CRC0310LMX0B02204TUMD04000	MUT	TargetedNGS		PD26047a			
CRC0311PRH0000000000D02000	GCN	TargetedNGS		PD25853a			
CRC0311PRH0000000000D02000	MUT	TargetedNGS		PD25853a			
CRC0311PRX0A01201TUMD04000	GCN	TargetedNGS		PD25853c			
CRC0311PRX0A01201TUMD04000	MUT	TargetedNGS		PD25853c			
CRC0312LMX0A01201TUMD01000	GCN	RealTimePCR		PD26046a			
CRC0312LMX0A01201TUMD01000	MUT	SangerSequencing		PD26046a			
CRC0312LMX0A01201TUMD04000	MUT	WES		PD26046a			
CRC0312LMX0A02003TUMD05000	GCN	TargetedNGS		PD26046a			
CRC0312LMX0A02003TUMD05000	MUT	TargetedNGS		PD26046a			
CRC0313LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0313LMX0A01201TUMD01000	GCN	RealTimePCR		PD25933a			
CRC0313LMX0A02204TUMD04000	GCN	TargetedNGS		PD25933a			
CRC0313LMX0A02204TUMD04000	MUT	TargetedNGS		PD25933a			
CRC0314LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0314LMX0A01201TUMD01000	GCN	RealTimePCR		PD26045a			
CRC0314LMX0A02204TUMD04000	GCN	TargetedNGS		PD26045a			
CRC0314LMX0A02204TUMD04000	MUT	TargetedNGS		PD26045a			
CRC0315PRX0A01201TUMD01000	MUT	SangerSequencing		PD25858a			
CRC0315PRX0A01201TUMD05000	GCN	TargetedNGS		PD25858a			
CRC0315PRX0A01201TUMD05000	MUT	TargetedNGS		PD25858a			
CRC0316LMX0A01201TUMD01000	GCN	RealTimePCR		#N/A			
CRC0316LMX0A01201TUMD01000	GCN	WES		#N/A			
CRC0316LMX0A01201TUMD01000	MUT	WES		#N/A			
CRC0316LMX0A01201TUMD02000	GCN	WES		#N/A			
CRC0316LMX0A01201TUMD02000	MUT	WES		#N/A			
CRC0317PRX0A01201TUMD01000	MUT	SangerSequencing		PD25854a			
CRC0317PRX0A01201TUMD05000	GCN	TargetedNGS		PD25854a			
CRC0317PRX0A01201TUMD05000	MUT	TargetedNGS		PD25854a			
CRC0318LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0318LMX0A01201TUMD01000	GCN	RealTimePCR		PD25855a			
CRC0318LMX0A02204TUMD05000	GCN	TargetedNGS		PD25855a			
CRC0318LMX0A02204TUMD05000	MUT	TargetedNGS		PD25855a			
CRC0320PRX0B01201TUMD05000	GCN	TargetedNGS		PD25856a			
CRC0320PRX0B01201TUMD05000	MUT	TargetedNGS		PD25856a			
CRC0321LMX0A01201TUMD01000	GCN	RealTimePCR		PD26043a			
CRC0321LMX0A01201TUMD03000	GCN	WES		PD26043a			
CRC0321LMX0A01201TUMD03000	MUT	WES		PD26043a			
CRC0321LMX0A01201TUMD04000	GCN	WES		PD26043a			
CRC0321LMX0A01201TUMD04000	MUT	WES		PD26043a			
CRC0321LMX0A02201TUMD04000	GCN	TargetedNGS		PD26043a			
CRC0321LMX0A02201TUMD04000	MUT	TargetedNGS		PD26043a			
CRC0322LMX0A01201TUMD01000	GCN	RealTimePCR		PD26111a2			
CRC0322LMX0A02201TUMD05000	MUT	TargetedNGS		PD26111a2			
CRC0323LMX0A02001TUMD01000	GCN	RealTimePCR		PD26112a			
CRC0323LMX0A02001TUMD01000	MUT	SangerSequencing		PD26112a			
CRC0323LMX0A02001TUMD05000	MUT	TargetedNGS		PD26112a			
CRC0324LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0324LMX0A01201TUMD01000	GCN	RealTimePCR		PD25857a			
CRC0324LMX0A02204TUMD04000	GCN	TargetedNGS		PD25857a			
CRC0324LMX0A02204TUMD04000	MUT	TargetedNGS		PD25857a			
CRC0327LMX0A01201TUMD01000	GCN	RealTimePCR		PD26042a			
CRC0327LMX0A01201TUMD06000	GCN	WES		PD26042a			
CRC0327LMX0A01201TUMD06000	MUT	WES		PD26042a			
CRC0327LMX0A02201TUMD04000	GCN	TargetedNGS		PD26042a			
CRC0327LMX0A02201TUMD04000	MUT	TargetedNGS		PD26042a			
CRC0328LMX0A01201TUMD01000	GCN	RealTimePCR		PD26041a			
CRC0328LMX0A01201TUMD01000	MUT	SangerSequencing		PD26041a			
CRC0328LMX0A01201TUMD09000	GCN	WES		PD26041a			
CRC0328LMX0A01201TUMD09000	MUT	WES		PD26041a			
CRC0328LMX0A02002TUMD05000	GCN	TargetedNGS		PD26041a			
CRC0328LMX0A02002TUMD05000	MUT	TargetedNGS		PD26041a			
CRC0329LMX0A01201TUMD01000	GCN	RealTimePCR		PD26040a			
CRC0329LMX0A01201TUMD01000	MUT	SangerSequencing		PD26040a			
CRC0329LMX0A02201TUMD04000	GCN	TargetedNGS		PD26040a			
CRC0329LMX0A02201TUMD04000	MUT	TargetedNGS		PD26040a			
CRC0330LMX0A01201TUMD01000	GCN	RealTimePCR		PD26039a			
CRC0330LMX0A02204TUMD04000	GCN	TargetedNGS		PD26039a			
CRC0330LMX0A02204TUMD04000	MUT	TargetedNGS		PD26039a			
CRC0332LMX0A01201TUMD01000	GCN	RealTimePCR		PD25861a			
CRC0332LMX0A01201TUMD01000	MUT	SangerSequencing		PD25861a			
CRC0332LMX0A02004TUMD05000	GCN	TargetedNGS		PD25861a			
CRC0332LMX0A02004TUMD05000	MUT	TargetedNGS		PD25861a			
CRC0333LMX0A01201TUMD01000	GCN	RealTimePCR		PD25860a			
CRC0333LMX0A02204TUMD04000	GCN	TargetedNGS		PD25860a			
CRC0333LMX0A02204TUMD04000	MUT	TargetedNGS		PD25860a			
CRC0333PRX0A01201TUMD01000	MUT	SangerSequencing		PD25860c			
CRC0333PRX0A01201TUMD04000	GCN	TargetedNGS		PD25860c			
CRC0333PRX0A01201TUMD04000	MUT	TargetedNGS		PD25860c			
CRC0334LMX0A01201TUMD01000	GCN	RealTimePCR		PD26038a			
CRC0334LMX0A01201TUMD01000	GCN	WES		PD26038a			
CRC0334LMX0A01201TUMD01000	MUT	WES		PD26038a			
CRC0334LMX0A02204TUMD04000	GCN	TargetedNGS		PD26038a			
CRC0334LMX0A02204TUMD04000	MUT	TargetedNGS		PD26038a			
CRC0336PRX0A01201TUMD05000	GCN	TargetedNGS		PD25859a			
CRC0336PRX0A01201TUMD05000	MUT	TargetedNGS		PD25859a			
CRC0337PRX0B01201TUMD05000	GCN	TargetedNGS		PD25839a2			
CRC0337PRX0B01201TUMD05000	MUT	TargetedNGS		PD25839a2			
CRC0339LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0339LMX0A01201TUMD01000	GCN	RealTimePCR		PD26037a			
CRC0339LMX0A02204TUMD04000	GCN	TargetedNGS		PD26037a			
CRC0339LMX0A02204TUMD04000	MUT	TargetedNGS		PD26037a			
CRC0340PRX0A01201TUMD01000	MUT	SangerSequencing		PD25862a			
CRC0340PRX0A01201TUMD04000	GCN	TargetedNGS		PD25862a			
CRC0340PRX0A01201TUMD04000	MUT	TargetedNGS		PD25862a			
CRC0343LMX0A01201TUMD01000	GCN	RealTimePCR		PD25863a			
CRC0343LMX0A02204TUMD04000	GCN	TargetedNGS		PD25863a			
CRC0343LMX0A02204TUMD04000	MUT	TargetedNGS		PD25863a			
CRC0343LMX0B01201TUMD06000	MUT	WES		PD25863a			
CRC0344LMX0A01201TUMD01000	GCN	RealTimePCR		PD26036a			
CRC0344LMX0A01201TUMD01000	MUT	SangerSequencing		PD26036a			
CRC0344LMX0A01201TUMD04000	GCN	WES		PD26036a			
CRC0344LMX0A01201TUMD04000	MUT	WES		PD26036a			
CRC0344LMX0A02001TUMD05000	GCN	TargetedNGS		PD26036a			
CRC0344LMX0A02001TUMD05000	MUT	TargetedNGS		PD26036a			
CRC0345LMX0A02201TUMD01000	GCN	RealTimePCR		PD25968a			
CRC0345LMX0A02201TUMD05000	GCN	TargetedNGS		PD25968a			
CRC0345LMX0A02201TUMD05000	MUT	TargetedNGS		PD25968a			
CRC0348LMX0A01201TUMD01000	GCN	RealTimePCR		PD26155a			
CRC0348LMX0A01201TUMD01000	MUT	SangerSequencing		PD26155a			
CRC0348LMX0A02003TUMD05000	MUT	TargetedNGS		PD26155a			
CRC0349LMX0A02201TUMD01000	GCN	RealTimePCR		PD26157a			
CRC0349LMX0A02201TUMD01000	MUT	SangerSequencing		PD26157a			
CRC0349LMX0A02201TUMD05000	MUT	TargetedNGS		PD26157a			
CRC0354LMX0A02002TUMD01000	GCN	RealTimePCR		PD26167a			
CRC0354LMX0A02002TUMD01000	MUT	SangerSequencing		PD26167a			
CRC0354LMX0A02002TUMD05000	MUT	TargetedNGS		PD26167a			
CRC0355LMX0A01201TUMD01000	GCN	RealTimePCR		PD26166a			
CRC0355LMX0A01201TUMD05000	MUT	TargetedNGS		PD26166a			
CRC0356LMX0A01201TUMD01000	GCN	RealTimePCR		PD25840a			
CRC0356LMX0A01201TUMD04000	GCN	WES		PD25840a			
CRC0356LMX0A01201TUMD04000	MUT	WES		PD25840a			
CRC0356LMX0A02004TUMD05000	GCN	TargetedNGS		PD25840a			
CRC0356LMX0A02004TUMD05000	MUT	TargetedNGS		PD25840a			
CRC0357LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0357LMX0B01201TUMD01000	GCN	RealTimePCR		PD25841a			
CRC0357LMX0B02003TUMD05000	GCN	TargetedNGS		PD25841a			
CRC0357LMX0B02003TUMD05000	MUT	TargetedNGS		PD25841a			
CRC0358LMX0A01201TUMD01000	GCN	RealTimePCR		PD26035a			
CRC0358LMX0A01201TUMD01000	GCN	WES		PD26035a			
CRC0358LMX0A01201TUMD01000	MUT	WES		PD26035a			
CRC0358LMX0B02201TUMD01000	GCN	RealTimePCR		PD26035a			
CRC0358LMX0B02201TUMD04000	GCN	TargetedNGS		PD26035a			
CRC0358LMX0B02201TUMD04000	MUT	TargetedNGS		PD26035a			
CRC0360PRX0B01201TUMD01000	MUT	SangerSequencing		PD25842a			
CRC0360PRX0B01201TUMD04000	GCN	TargetedNGS		PD25842a			
CRC0360PRX0B01201TUMD04000	MUT	TargetedNGS		PD25842a			
CRC0362LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0362LMX0A01201TUMD01000	GCN	RealTimePCR		PD25891a			
CRC0362LMX0A01201TUMD01000	GCN	WES		PD25891a			
CRC0362LMX0A01201TUMD01000	MUT	SangerSequencing		PD25891a			
CRC0362LMX0A01201TUMD01000	MUT	WES		PD25891a			
CRC0362LMX0A02204TUMD05000	GCN	TargetedNGS		PD25891a			
CRC0362LMX0A02204TUMD05000	MUT	TargetedNGS		PD25891a			
CRC0367PRX0A01201TUMD04000	GCN	TargetedNGS		PD25843a			
CRC0367PRX0A01201TUMD04000	MUT	TargetedNGS		PD25843a			
CRC0368PRX0A01201TUMD04000	GCN	TargetedNGS		PD25831a			
CRC0368PRX0A01201TUMD04000	MUT	TargetedNGS		PD25831a			
CRC0370LMX0B01201TUMD01000	GCN	RealTimePCR		PD26074a			
CRC0370LMX0B02003TUMD05000	MUT	TargetedNGS		PD26074a			
CRC0371LMX0B01201TUMD01000	GCN	RealTimePCR		PD25832a			
CRC0371LMX0B02002TUMD01000	GCN	RealTimePCR		PD25832a			
CRC0371LMX0B02002TUMD04000	GCN	TargetedNGS		PD25832a			
CRC0371LMX0B02002TUMD04000	MUT	TargetedNGS		PD25832a			
CRC0373PRX0A01201TUMD01000	MUT	SangerSequencing		PD25845a			
CRC0373PRX0A01201TUMD04000	GCN	TargetedNGS		PD25845a			
CRC0373PRX0A01201TUMD04000	MUT	TargetedNGS		PD25845a			
CRC0374PRX0A01201TUMD01000	MUT	SangerSequencing		PD25844a			
CRC0374PRX0A01201TUMD04000	GCN	TargetedNGS		PD25844a			
CRC0374PRX0A01201TUMD04000	MUT	TargetedNGS		PD25844a			
CRC0377LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0377LMX0A01201TUMD01000	GCN	RealTimePCR		PD26073a			
CRC0377LMX0A02003TUMD05000	MUT	TargetedNGS		PD26073a			
CRC0378LMX0A01201TUMD01000	GCN	RealTimePCR		PD26044a			
CRC0378LMX0A01201TUMD01000	GCN	WES		PD26044a			
CRC0378LMX0A01201TUMD01000	MUT	WES		PD26044a			
CRC0378LMX0A01201TUMD03000	GCN	WES		PD26044a			
CRC0378LMX0A01201TUMD03000	MUT	WES		PD26044a			
CRC0378LMX0A01201TUMD04000	GCN	WES		PD26044a			
CRC0378LMX0A01201TUMD04000	MUT	WES		PD26044a			
CRC0378LMX0A02002TUMD05000	GCN	TargetedNGS		PD26044a			
CRC0378LMX0A02002TUMD05000	MUT	TargetedNGS		PD26044a			
CRC0379LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0379LMX0A01201TUMD01000	GCN	RealTimePCR		PD26072a2			
CRC0379LMX0A01201TUMD04000	GCN	WES		PD26072a2			
CRC0379LMX0A01201TUMD04000	MUT	WES		PD26072a2			
CRC0379LMX0A02201TUMD05000	MUT	TargetedNGS		PD26072a2			
CRC0381PRX0B01201TUMD04000	GCN	TargetedNGS		PD25931a			
CRC0381PRX0B01201TUMD04000	MUT	TargetedNGS		PD25931a			
CRC0382LMX0A01201TUMD01000	GCN	RealTimePCR		PD26075a			
CRC0382LMX0A01201TUMD01000	MUT	SangerSequencing		PD26075a			
CRC0382LMX0A01201TUMD01000	MUT	WES		PD26075a			
CRC0382LMX0A02002TUMD05000	MUT	TargetedNGS		PD26075a			
CRC0384PRX0A01201TUMD04000	GCN	TargetedNGS		PD25865a			
CRC0384PRX0A01201TUMD04000	MUT	TargetedNGS		PD25865a			
CRC0391LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0391LMX0A01201TUMD01000	GCN	RealTimePCR		PD26076a			
CRC0391LMX0A02002TUMD05000	MUT	TargetedNGS		PD26076a			
CRC0393PRX0B01001TUMD05000	GCN	TargetedNGS		PD25927a			
CRC0393PRX0B01001TUMD05000	MUT	TargetedNGS		PD25927a			
CRC0394LMX0A01201TUMD01000	GCN	RealTimePCR		PD26078a			
CRC0394LMX0A01201TUMD01000	GCN	WES		PD26078a			
CRC0394LMX0A01201TUMD01000	MUT	WES		PD26078a			
CRC0394LMX0A02001TUMD05000	MUT	TargetedNGS		PD26078a			
CRC0395PRX0A01201TUMD04000	GCN	TargetedNGS		PD25864a			
CRC0395PRX0A01201TUMD04000	MUT	TargetedNGS		PD25864a			
CRC0396LMX0A01201TUMD01000	GCN	RealTimePCR		PD26077a			
CRC0396LMX0A01201TUMD01000	GCN	WES		PD26077a			
CRC0396LMX0A01201TUMD01000	MUT	WES		PD26077a			
CRC0396LMX0A02001TUMD05000	MUT	TargetedNGS		PD26077a			
CRC0399LMH0000000000D02000	MUT	TargetedNGS		PD26082a			
CRC0399LMX0A01201TUMD01000	GCN	RealTimePCR		PD26082c			
CRC0399LMX0A01201TUMD01000	MUT	WES		PD26082c			
CRC0399LMX0A02004TUMD05000	MUT	TargetedNGS		PD26082c			
CRC0400LMX0A01201TUMD01000	GCN	RealTimePCR		PD25835a			
CRC0400LMX0A02001TUMD05000	GCN	TargetedNGS		PD25835a			
CRC0400LMX0A02001TUMD05000	MUT	TargetedNGS		PD25835a			
CRC0400LMX0B01201TUMD01000	GCN	WES		PD25835a			
CRC0400LMX0B01201TUMD01000	MUT	WES		PD25835a			
CRC0401PRH0000000000D02000	GCN	TargetedNGS		PD25928a			
CRC0401PRH0000000000D02000	MUT	TargetedNGS		PD25928a			
CRC0401PRX0A01201TUMD04000	GCN	TargetedNGS		PD25928c			
CRC0401PRX0A01201TUMD04000	MUT	TargetedNGS		PD25928c			
CRC0403LMX0A01201TUMD01000	GCN	RealTimePCR		PD26161a			
CRC0403LMX0A01201TUMD01000	GCN	WES		PD26161a			
CRC0403LMX0A01201TUMD01000	MUT	WES		PD26161a			
CRC0403LMX0A01201TUMD02000	GCN	WES		PD26161a			
CRC0403LMX0A01201TUMD02000	MUT	WES		PD26161a			
CRC0403LMX0A01201TUMD03000	GCN	WES		PD26161a			
CRC0403LMX0A01201TUMD03000	MUT	WES		PD26161a			
CRC0403LMX0A01201TUMD05000	GCN	WES		PD26161a			
CRC0403LMX0A01201TUMD05000	MUT	WES		PD26161a			
CRC0403LMX0A02003TUMD05000	MUT	TargetedNGS		PD26161a			
CRC0404LMX0B01201TUMD01000	GCN	RealTimePCR		PD26162a			
CRC0404LMX0B01201TUMD01000	GCN	WES		PD26162a			
CRC0404LMX0B01201TUMD01000	MUT	WES		PD26162a			
CRC0404LMX0B01201TUMD02000	GCN	WES		PD26162a			
CRC0404LMX0B01201TUMD02000	MUT	WES		PD26162a			
CRC0404LMX0B01201TUMD03000	GCN	WES		PD26162a			
CRC0404LMX0B01201TUMD03000	MUT	WES		PD26162a			
CRC0404LMX0B02004TUMD05000	MUT	TargetedNGS		PD26162a			
CRC0406LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0406LMX0A01201TUMD01000	GCN	RealTimePCR		PD26163a			
CRC0406LMX0A02001TUMD05000	MUT	TargetedNGS		PD26163a			
CRC0409PRX0A01001TUMD05000	GCN	TargetedNGS		PD25926a			
CRC0409PRX0A01001TUMD05000	MUT	TargetedNGS		PD25926a			
CRC0413LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0415LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0415LMX0A01001TUMD01000	GCN	RealTimePCR		PD26159a			
CRC0415LMX0A02004TUMD05000	MUT	TargetedNGS		PD26159a			
CRC0416LMX0A01001TUMD01000	GCN	RealTimePCR		#N/A			
CRC0418LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0418LMX0A01001TUMD01000	GCN	RealTimePCR		PD26081a			
CRC0418LMX0A02005TUMD05000	MUT	TargetedNGS		PD26081a			
CRC0419LMX0A01001TUMD01000	GCN	RealTimePCR		PD25836a			
CRC0419LMX0A01001TUMD08000	GCN	WES		PD25836a			
CRC0419LMX0A01001TUMD08000	MUT	WES		PD25836a			
CRC0419LMX0A02002TUMD05000	GCN	TargetedNGS		PD25836a			
CRC0419LMX0A02002TUMD05000	MUT	TargetedNGS		PD25836a			
CRC0420LMX0A01001TUMD01000	GCN	RealTimePCR		PD26144a2			
CRC0420LMX0A01001TUMD05000	GCN	WES		PD26144a2			
CRC0420LMX0A01001TUMD05000	MUT	WES		PD26144a2			
CRC0420LMX0A02001TUMD05000	MUT	TargetedNGS		PD26144a2			
CRC0422LMX0B01001TUMD01000	GCN	RealTimePCR		PD26080a2			
CRC0422LMX0B01001TUMD01000	GCN	WES		PD26080a2			
CRC0422LMX0B01001TUMD01000	MUT	WES		PD26080a2			
CRC0422LMX0B01001TUMD03000	GCN	WES		PD26080a2			
CRC0422LMX0B01001TUMD03000	MUT	WES		PD26080a2			
CRC0422LMX0B01001TUMD04000	GCN	WES		PD26080a2			
CRC0422LMX0B01001TUMD04000	MUT	WES		PD26080a2			
CRC0422LMX0B01001TUMD05000	GCN	WES		PD26080a2			
CRC0422LMX0B01001TUMD05000	MUT	WES		PD26080a2			
CRC0422LMX0B02001TUMD05000	MUT	TargetedNGS		PD26080a2			
CRC0423PRX0A01001TUMD05000	GCN	TargetedNGS		PD25696a			
CRC0423PRX0A01001TUMD05000	MUT	TargetedNGS		PD25696a			
CRC0426LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0426LMX0A01001TUMD01000	GCN	RealTimePCR		PD26164a			
CRC0426LMX0A02002TUMD05000	MUT	TargetedNGS		PD26164a			
CRC0427LMX0A01001TUMD01000	GCN	RealTimePCR		PD25903a2			
CRC0427LMX0A01001TUMD01000	GCN	WES		PD25903a2			
CRC0427LMX0A01001TUMD01000	MUT	WES		PD25903a2			
CRC0427LMX0A01001TUMD02000	GCN	WES		PD25903a2			
CRC0427LMX0A01001TUMD02000	MUT	WES		PD25903a2			
CRC0427LMX0A01001TUMD03000	GCN	WES		PD25903a2			
CRC0427LMX0A01001TUMD03000	MUT	WES		PD25903a2			
CRC0427LMX0A01001TUMD04000	GCN	WES		PD25903a2			
CRC0427LMX0A01001TUMD04000	MUT	WES		PD25903a2			
CRC0427LMX0A01001TUMD05000	GCN	WES		PD25903a2			
CRC0427LMX0A01001TUMD05000	MUT	WES		PD25903a2			
CRC0427LMX0A02001TUMD05000	GCN	TargetedNGS		PD25903a2			
CRC0427LMX0A02001TUMD05000	MUT	TargetedNGS		PD25903a2			
CRC0428PRX0A01001TUMD05000	GCN	TargetedNGS		PD25932a2			
CRC0428PRX0A01001TUMD05000	MUT	TargetedNGS		PD25932a2			
CRC0429LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0429LMX0A01001TUMD01000	GCN	RealTimePCR		PD26094a			
CRC0429LMX0A02003TUMD05000	MUT	TargetedNGS		PD26094a			
CRC0431LMH0000000000D02000	MUT	TargetedNGS		PD26160a			
CRC0431LMX0A01001TUMD01000	GCN	RealTimePCR		PD26160c			
CRC0431LMX0A01001TUMD09000	GCN	WES		PD26160c			
CRC0431LMX0A01001TUMD09000	MUT	WES		PD26160c			
CRC0431LMX0A02001TUMD05000	MUT	TargetedNGS		PD26160c			
CRC0435LMX0A01001TUMD01000	GCN	RealTimePCR		PD25963a			
CRC0435LMX0A02001TUMD05000	GCN	TargetedNGS		PD25963a			
CRC0435LMX0A02001TUMD05000	MUT	TargetedNGS		PD25963a			
CRC0438LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0438LMX0A01001TUMD01000	GCN	RealTimePCR		PD25930a			
CRC0438LMX0A02001TUMD05000	GCN	TargetedNGS		PD25930a			
CRC0438LMX0A02001TUMD05000	MUT	TargetedNGS		PD25930a			
CRC0439PRX0B01001TUMD05000	GCN	TargetedNGS		PD25929a			
CRC0439PRX0B01001TUMD05000	MUT	TargetedNGS		PD25929a			
CRC0440LMX0A01001TUMD01000	GCN	RealTimePCR		PD26152a			
CRC0440LMX0A01001TUMD02000	GCN	WES		PD26152a			
CRC0440LMX0A01001TUMD02000	MUT	WES		PD26152a			
CRC0440LMX0A01001TUMD03000	GCN	WES		PD26152a			
CRC0440LMX0A01001TUMD03000	MUT	WES		PD26152a			
CRC0440LMX0A01001TUMD04000	GCN	WES		PD26152a			
CRC0440LMX0A01001TUMD04000	MUT	WES		PD26152a			
CRC0440LMX0A02001TUMD05000	MUT	TargetedNGS		PD26152a			
CRC0440PRX0A01001TUMD05000	MUT	TargetedNGS		PD26152c			
CRC0441LMX0A01001TUMD01000	GCN	RealTimePCR		PD26153a			
CRC0441LMX0A01001TUMD02000	GCN	WES		PD26153a			
CRC0441LMX0A01001TUMD02000	MUT	WES		PD26153a			
CRC0441LMX0A01001TUMD03000	GCN	WES		PD26153a			
CRC0441LMX0A01001TUMD03000	MUT	WES		PD26153a			
CRC0441LMX0A01001TUMD04000	GCN	WES		PD26153a			
CRC0441LMX0A01001TUMD04000	MUT	WES		PD26153a			
CRC0441LMX0A01001TUMD05000	GCN	WES		PD26153a			
CRC0441LMX0A01001TUMD05000	MUT	WES		PD26153a			
CRC0441LMX0A02003TUMD05000	MUT	TargetedNGS		PD26153a			
CRC0442LMX0A01001TUMD01000	GCN	RealTimePCR		PD25698a2			
CRC0442LMX0A02004TUMD05000	GCN	TargetedNGS		PD25698a2			
CRC0442LMX0A02004TUMD05000	MUT	TargetedNGS		PD25698a2			
CRC0445PRX0A01001TUMD05000	GCN	TargetedNGS		PD25911a			
CRC0445PRX0A01001TUMD05000	MUT	TargetedNGS		PD25911a			
CRC0446PRX0A01001TUMD05000	GCN	TargetedNGS		PD25910c			
CRC0446PRX0A01001TUMD05000	MUT	TargetedNGS		PD25910c			
CRC0448PRH0000000000D02000	GCN	TargetedNGS		PD25697a			
CRC0448PRH0000000000D02000	MUT	TargetedNGS		PD25697a			
CRC0448PRX0A01001TUMD05000	GCN	TargetedNGS		PD25697c2			
CRC0448PRX0A01001TUMD05000	MUT	TargetedNGS		PD25697c2			
CRC0449LMX0A02003TUMD01000	GCN	RealTimePCR		PD25912a			
CRC0449LMX0A02003TUMD01000	MUT	SangerSequencing		PD25912a			
CRC0449LMX0A02003TUMD05000	GCN	TargetedNGS		PD25912a			
CRC0449LMX0A02003TUMD05000	MUT	TargetedNGS		PD25912a			
CRC0449PRX0A01001TUMD05000	GCN	TargetedNGS		PD25912c			
CRC0449PRX0A01001TUMD05000	MUT	TargetedNGS		PD25912c			
CRC0450LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0451LMX0A01001TUMD01000	GCN	RealTimePCR		PD26103a2			
CRC0451LMX0A01001TUMD01000	MUT	SangerSequencing		PD26103a2			
CRC0451LMX0A02004TUMD05000	MUT	TargetedNGS		PD26103a2			
CRC0452LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0452LMX0A01001TUMD01000	GCN	RealTimePCR		PD26090a2			
CRC0452LMX0A02001TUMD05000	MUT	TargetedNGS		PD26090a2			
CRC0454LMH0000000000D01000	MUT	SangerSequencing		PD26123a			
CRC0454LMH0000000000D02000	MUT	TargetedNGS		PD26123a			
CRC0454LMX0A01001TUMD01000	GCN	RealTimePCR		PD26123c2			
CRC0454LMX0A02003TUMD05000	MUT	TargetedNGS		PD26123c2			
CRC0456LMX0A01001TUMD01000	GCN	RealTimePCR		PD25921a2			
CRC0456LMX0A02003TUMD05000	GCN	TargetedNGS		PD25921a2			
CRC0456LMX0A02003TUMD05000	MUT	TargetedNGS		PD25921a2			
CRC0456LMX0B01001TUMD05000	GCN	WES		PD25921a2			
CRC0456LMX0B01001TUMD05000	MUT	WES		PD25921a2			
CRC0457LMX0B01001TUMD01000	GCN	RealTimePCR		#N/A			
CRC0458LMX0B01001TUMD02000	GCN	WES		PD26125c2			
CRC0458LMX0B01001TUMD02000	MUT	WES		PD26125c2			
CRC0458LMX0B02001TUMD05000	MUT	TargetedNGS		PD26125c2			
CRC0460PRH0000000000D02000	GCN	TargetedNGS		PD25913a			
CRC0460PRH0000000000D02000	MUT	TargetedNGS		PD25913a			
CRC0460PRX0B01001TUMD05000	GCN	TargetedNGS		PD25913c2			
CRC0460PRX0B01001TUMD05000	MUT	TargetedNGS		PD25913c2			
CRC0461LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0461LMX0A02004TUMD05000	MUT	TargetedNGS		PD26093a2			
CRC0463PRX0A01001TUMD05000	GCN	TargetedNGS		PD25914a2			
CRC0463PRX0A01001TUMD05000	MUT	TargetedNGS		PD25914a2			
CRC0464LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0464LMX0A02002TUMD05000	MUT	TargetedNGS		PD26095a			
CRC0465LMX0A01001TUMD01000	GCN	RealTimePCR		PD25916a2			
CRC0465LMX0A01001TUMD04000	GCN	WES		PD25916a2			
CRC0465LMX0A01001TUMD04000	MUT	WES		PD25916a2			
CRC0465LMX0A02003TUMD05000	GCN	TargetedNGS		PD25916a2			
CRC0465LMX0A02003TUMD05000	MUT	TargetedNGS		PD25916a2			
CRC0466PRH0000000000D02000	GCN	TargetedNGS		PD25699a			
CRC0466PRH0000000000D02000	MUT	TargetedNGS		PD25699a			
CRC0466PRX0A01001TUMD05000	GCN	TargetedNGS		PD25699c			
CRC0466PRX0A01001TUMD05000	MUT	TargetedNGS		PD25699c			
CRC0467LMH0000000000D01000	MUT	SangerSequencing		#N/A			
CRC0467LMX0A02004TUMD05000	MUT	TargetedNGS		PD26105a2			
